5.00000000E+01		7.90600000E-01		6.86200000E-01		-1.15700000E-01		-6.30000000E+00
6.00000000E+01		6.31900000E-01		8.95400000E-01		-1.19900000E-01		-6.30000000E+00
7.00000000E+01		4.38400000E-01		1.06830000E+00		-1.24000000E-01		-6.30000000E+00
8.00000000E+01		2.21100000E-01		1.18490000E+00		-1.23400000E-01		-6.30000000E+00
9.00000000E+01		0.00000000E+00		1.23200000E+00		-1.16300000E-01		-6.30000000E+00
1.00000000E+02		-1.54800000E-01		1.18490000E+00		-1.16300000E-01		-5.00000000E+00
1.10000000E+02		-3.06900000E-01		1.06830000E+00		-1.16000000E-01		-4.50000000E+00
1.20000000E+02		-4.42300000E-01		8.95400000E-01		-1.15400000E-01		-4.00000000E+00
1.30000000E+02		-5.53400000E-01		6.86200000E-01		-1.14900000E-01		-3.50000000E+00
1.40000000E+02		-6.42600000E-01		4.65300000E-01		-1.14500000E-01		-2.80000000E+00
1.50000000E+02		-7.31500000E-01		2.58500000E-01		-1.14300000E-01		-2.00000000E+00
1.60000000E+02		-8.93500000E-01		9.04000000E-02		-1.14700000E-01		-1.50000000E+00
1.70000000E+02		-5.81100000E-01		1.00000000E-02		-1.15800000E-01		-1.00000000E+00
1.80000000E+02		0.00000000E+00		1.00000000E-02		3.13000000E-01		-1.40000000E+00

! ------------------------------------------------------------------------------
! data for table 2
! ------------------------------------------------------------------------------
